,ID,Age,Location,Lines,X1st_Quarter_2019_24_Hour_Availability_,X1st_Quarter_2019_24_Hour_Availability_AM_Peak,X1st_Quarter_2019_24_Hour_Availability_PM_Peak,Non_Scheduled_Outages,Scheduled_Outages,Entrapments,Owner,s
1,EL182,12,Gun Hill Rd,25,89.02%,85.90%,91.97%,14,14,4,MTA,2
2,EL182,12,Gun Hill Rd,25,89.02%,85.90%,91.97%,14,14,4,MTA,5
3,EL129,22,3 Av-149 St,25,91.33%,89.43%,94.44%,3,20,1,MTA,2
4,EL129,22,3 Av-149 St,25,91.33%,89.43%,94.44%,3,20,1,MTA,5
5,EL189,4,Kingsbridge Rd,BD,91.52%,86.14%,96.36%,16,16,2,MTA,B
6,EL189,4,Kingsbridge Rd,BD,91.52%,86.14%,96.36%,16,16,2,MTA,D
7,EL192,11,233 St,25,94.32%,93.36%,94.77%,10,10,4,MTA,2
8,EL192,11,233 St,25,94.32%,93.36%,94.77%,10,10,4,MTA,5
9,EL121,3,Pelham Bay Park,6,95.62%,98.73%,95.42%,18,7,7,MTA,6
10,EL127,2,Simpson St,25,95.65%,97.92%,97.44%,13,4,2,MTA,2
11,EL127,2,Simpson St,25,95.65%,97.92%,97.44%,13,4,2,MTA,5
12,EL128,2,Simpson St,25,96.32%,98.20%,96.56%,13,4,2,MTA,2
13,EL128,2,Simpson St,25,96.32%,98.20%,96.56%,13,4,2,MTA,5
14,EL160,6,180 St,25,96.76%,97.86%,97.52%,4,3,2,MTA,2
15,EL160,6,180 St,25,96.76%,97.86%,97.52%,4,3,2,MTA,5
16,EL188,13,Fordham Rd,4,97.01%,95.42%,98.26%,11,3,0,MTA,4
17,EL122,3,Pelham Bay Park,6,97.35%,97.82%,98.36%,3,8,1,MTA,6
18,EL133,17,161 St-Yankee Stadium,4,97.36%,98.93%,97.17%,8,5,3,MTA,4
19,EL135,17,161 St-Yankee Stadium,BD,97.37%,97.43%,97.96%,1,5,0,MTA,B
20,EL135,17,161 St-Yankee Stadium,BD,97.37%,97.43%,97.96%,1,5,0,MTA,D
21,EL183,12,Gun Hill Rd,25,97.38%,98.55%,97.25%,6,7,3,MTA,2
22,EL183,12,Gun Hill Rd,25,97.38%,98.55%,97.25%,6,7,3,MTA,5
23,EL130,22,3 Av-149 St,25,97.54%,98.38%,97.10%,7,4,4,MTA,2
24,EL130,22,3 Av-149 St,25,97.54%,98.38%,97.10%,7,4,4,MTA,5
25,EL132,17,161 St-Yankee Stadium,4,97.59%,99.58%,96.57%,7,6,0,MTA,4
26,EL184,12,23 St,1,97.78%,97.10%,98.30%,10,2,2,MTA,1
27,EL136,11,Pelham Pkwy,25,98.09%,97.99%,99.38%,6,6,1,MTA,2
28,EL136,11,Pelham Pkwy,25,98.09%,97.99%,99.38%,6,6,1,MTA,5
29,EL186,13,Fordham Rd,4,98.40%,98.47%,98.89%,4,3,0,MTA,4
30,EL195,4,Hunts Point Av,6,98.45%,97.58%,98.66%,9,2,1,MTA,6
31,EL137,11,Pelham Pkwy,25,98.45%,98.88%,99.20%,2,7,1,MTA,2
32,EL137,11,Pelham Pkwy,25,98.45%,98.88%,99.20%,2,7,1,MTA,5
33,EL193,11,233 St,25,98.48%,98.29%,99.37%,5,3,1,MTA,2
34,EL193,11,233 St,25,98.48%,98.29%,99.37%,5,3,1,MTA,5
35,EL196,4,Hunts Point Av,6,98.49%,100.00%,99.58%,3,6,0,MTA,6
36,EL131,17,161 St-Yankee Stadium,4BD,98.52%,99.38%,99.01%,2,4,1,MTA,4
37,EL131,17,161 St-Yankee Stadium,4BD,98.52%,99.38%,99.01%,2,4,1,MTA,B
38,EL131,17,161 St-Yankee Stadium,4BD,98.52%,99.38%,99.01%,2,4,1,MTA,D
39,EL187,13,Fordham Rd,4,98.52%,99.44%,98.90%,5,3,0,MTA,4
40,EL159,6,180 St,25,98.55%,98.62%,99.63%,5,5,0,MTA,2
41,EL159,6,180 St,25,98.55%,98.62%,99.63%,5,5,0,MTA,5
42,EL134,17,161 St-Yankee Stadium,BD,98.56%,99.93%,98.89%,0,6,0,MTA,B
43,EL134,17,161 St-Yankee Stadium,BD,98.56%,99.93%,98.89%,0,6,0,MTA,D
44,EL138,11,Pelham Pkwy,25,98.65%,99.49%,99.70%,4,7,1,MTA,2
45,EL138,11,Pelham Pkwy,25,98.65%,99.49%,99.70%,4,7,1,MTA,5
46,EL191,4,Kingsbridge Rd,BD,98.71%,100.00%,99.16%,10,4,0,MTA,B
47,EL191,4,Kingsbridge Rd,BD,98.71%,100.00%,99.16%,10,4,0,MTA,D
48,EL197,4,Hunts Point Av,6,98.77%,99.65%,99.71%,2,4,0,MTA,6
49,EL194,11,233 St,25,98.98%,99.81%,99.17%,2,3,1,MTA,2
50,EL194,11,233 St,25,98.98%,99.81%,99.17%,2,3,1,MTA,5
51,EL190,4,Kingsbridge Rd,BD,99.15%,100.00%,100.00%,6,5,0,MTA,B
52,EL190,4,Kingsbridge Rd,BD,99.15%,100.00%,100.00%,6,5,0,MTA,D
53,EL185,12,23 St,1,99.29%,100.00%,100.00%,0,4,0,MTA,1
54,ES114,20,161 St-Yankee Stadium,4,60.20%,61.56%,57.16%,45,5,0,MTA,4
55,ES120,29,Pelham Bay Park,6,68.77%,70.05%,66.34%,20,9,0,MTA,6
56,ES123,22,Pelham Pkwy,25,76.73%,77.10%,74.73%,15,5,0,MTA,2
57,ES123,22,Pelham Pkwy,25,76.73%,77.10%,74.73%,15,5,0,MTA,5
58,ES106,14,West Farms Sq-E Tremont Av,25,77.55%,78.30%,75.15%,35,4,0,MTA,2
59,ES106,14,West Farms Sq-E Tremont Av,25,77.55%,78.30%,75.15%,35,4,0,MTA,5
60,ES108,26,Intervale Av,25,78.18%,80.33%,75.38%,16,4,0,MTA,2
61,ES108,26,Intervale Av,25,78.18%,80.33%,75.38%,16,4,0,MTA,5
62,ES111,17,Parkchester,6,79.77%,80.65%,79.68%,42,13,0,MTA,6
63,ES113,17,161 St-Yankee Stadium,4,82.23%,82.11%,81.73%,38,9,0,MTA,4
64,ES122,22,Pelham Pkwy,25,82.74%,82.26%,81.15%,26,3,0,MTA,2
65,ES122,22,Pelham Pkwy,25,82.74%,82.26%,81.15%,26,3,0,MTA,5
66,ES104,13,Gun Hill Rd,25,82.89%,85.46%,80.54%,50,8,0,MTA,2
67,ES104,13,Gun Hill Rd,25,82.89%,85.46%,80.54%,50,8,0,MTA,5
68,ES105,13,Gun Hill Rd,25,85.69%,89.96%,81.12%,51,7,0,MTA,2
69,ES105,13,Gun Hill Rd,25,85.69%,89.96%,81.12%,51,7,0,MTA,5
70,ES112,17,Norwood-205 St,D,93.30%,94.01%,94.23%,7,13,0,MTA,D
71,ES121,29,Pelham Bay Park,6,96.41%,96.62%,96.18%,9,2,0,MTA,6
72,EL440,2,Lexington Av-63 St,FQ,86.61%,87.89%,84.77%,36,23,1,MTA,F
73,EL440,2,Lexington Av-63 St,FQ,86.61%,87.89%,84.77%,36,23,1,MTA,Q
74,EL601,3,34 St-Hudson Yards,7,86.96%,88.35%,88.04%,7,6,0,MTA,7
75,EL716,4,Fulton St,ACJZ2345,89.93%,91.61%,89.58%,17,5,1,MTA,2
76,EL716,4,Fulton St,ACJZ2345,89.93%,91.61%,89.58%,17,5,1,MTA,3
77,EL716,4,Fulton St,ACJZ2345,89.93%,91.61%,89.58%,17,5,1,MTA,4
78,EL716,4,Fulton St,ACJZ2345,89.93%,91.61%,89.58%,17,5,1,MTA,5
79,EL716,4,Fulton St,ACJZ2345,89.93%,91.61%,89.58%,17,5,1,MTA,A
80,EL716,4,Fulton St,ACJZ2345,89.93%,91.61%,89.58%,17,5,1,MTA,C
81,EL716,4,Fulton St,ACJZ2345,89.93%,91.61%,89.58%,17,5,1,MTA,J
82,EL716,4,Fulton St,ACJZ2345,89.93%,91.61%,89.58%,17,5,1,MTA,Z
83,EL119,33,181 St,A,90.06%,91.23%,87.52%,25,5,5,MTA,A
84,EL106,16,9 St,1,90.11%,91.34%,85.76%,55,10,4,MTA,1
85,EL277,9,59 St-Columbus Circle,ABCD1,90.35%,91.69%,90.90%,17,8,4,MTA,1
86,EL277,9,59 St-Columbus Circle,ABCD1,90.35%,91.69%,90.90%,17,8,4,MTA,A
87,EL277,9,59 St-Columbus Circle,ABCD1,90.35%,91.69%,90.90%,17,8,4,MTA,B
88,EL277,9,59 St-Columbus Circle,ABCD1,90.35%,91.69%,90.90%,17,8,4,MTA,C
89,EL277,9,59 St-Columbus Circle,ABCD1,90.35%,91.69%,90.90%,17,8,4,MTA,D
90,EL266,2,72 St,Q,90.87%,92.07%,91.22%,41,13,1,MTA,Q
91,EL230,15,Times Sq-42 St,NQRW,92.00%,96.51%,91.09%,13,14,1,MTA,N
92,EL230,15,Times Sq-42 St,NQRW,92.00%,96.51%,91.09%,13,14,1,MTA,Q
93,EL230,15,Times Sq-42 St,NQRW,92.00%,96.51%,91.09%,13,14,1,MTA,R
94,EL230,15,Times Sq-42 St,NQRW,92.00%,96.51%,91.09%,13,14,1,MTA,W
95,EL237,19,66 St-Lincoln Center,1,92.20%,88.68%,95.59%,4,19,0,MTA,1
96,EL178,5,Dyckman St,1,92.26%,94.78%,91.12%,26,14,5,MTA,1
97,EL206,28,Grand Central-42 St,456,92.53%,93.33%,93.22%,2,3,0,MTA,4
98,EL206,28,Grand Central-42 St,456,92.53%,93.33%,93.22%,2,3,0,MTA,5
99,EL206,28,Grand Central-42 St,456,92.53%,93.33%,93.22%,2,3,0,MTA,6
100,EL267,2,72 St,Q,92.71%,93.76%,92.84%,12,11,2,MTA,Q
101,EL328,6,Bleecker St,DFBM6,93.19%,94.64%,93.03%,17,12,0,MTA,6
102,EL328,6,Bleecker St,DFBM6,93.19%,94.64%,93.03%,17,12,0,MTA,B
103,EL328,6,Bleecker St,DFBM6,93.19%,94.64%,93.03%,17,12,0,MTA,D
104,EL328,6,Bleecker St,DFBM6,93.19%,94.64%,93.03%,17,12,0,MTA,F
105,EL328,6,Bleecker St,DFBM6,93.19%,94.64%,93.03%,17,12,0,MTA,M
106,EL245,14,Lexington Av-53 St,EM,93.20%,95.65%,93.61%,15,4,1,MTA,E
107,EL245,14,Lexington Av-53 St,EM,93.20%,95.65%,93.61%,15,4,1,MTA,M
108,EL335,14,West 4 St,ABCDEFM,93.21%,91.24%,94.60%,11,19,2,MTA,A
109,EL335,14,West 4 St,ABCDEFM,93.21%,91.24%,94.60%,11,19,2,MTA,B
110,EL335,14,West 4 St,ABCDEFM,93.21%,91.24%,94.60%,11,19,2,MTA,C
111,EL335,14,West 4 St,ABCDEFM,93.21%,91.24%,94.60%,11,19,2,MTA,D
112,EL335,14,West 4 St,ABCDEFM,93.21%,91.24%,94.60%,11,19,2,MTA,E
113,EL335,14,West 4 St,ABCDEFM,93.21%,91.24%,94.60%,11,19,2,MTA,F
114,EL335,14,West 4 St,ABCDEFM,93.21%,91.24%,94.60%,11,19,2,MTA,M
115,EL224,16,8 Av,L,93.49%,93.18%,94.28%,25,6,1,MTA,L
116,EL181,10,135 St,23,93.69%,91.51%,96.14%,5,17,1,MTA,2
117,EL181,10,135 St,23,93.69%,91.51%,96.14%,5,17,1,MTA,3
118,EL114**,21,68 St,1,94.06%,81.25%,100.00%,4,0,1,MTA,1
119,EL602,3,34 St-Hudson Yards,7,94.14%,95.33%,91.24%,23,11,2,MTA,7
120,EL244,17,Grand Central-42 St,7,94.19%,95.36%,94.56%,8,7,1,MTA,7
121,EL215,19,34 St-Penn Station,23,94.25%,97.65%,93.72%,9,13,0,MTA,2
122,EL215,19,34 St-Penn Station,23,94.25%,97.65%,93.72%,9,13,0,MTA,3
123,EL213,3,34 St-Herald Sq,BDFMNQRW,94.29%,95.76%,93.49%,21,7,1,MTA,B
124,EL213,3,34 St-Herald Sq,BDFMNQRW,94.29%,95.76%,93.49%,21,7,1,MTA,D
125,EL213,3,34 St-Herald Sq,BDFMNQRW,94.29%,95.76%,93.49%,21,7,1,MTA,F
126,EL213,3,34 St-Herald Sq,BDFMNQRW,94.29%,95.76%,93.49%,21,7,1,MTA,M
127,EL213,3,34 St-Herald Sq,BDFMNQRW,94.29%,95.76%,93.49%,21,7,1,MTA,N
128,EL213,3,34 St-Herald Sq,BDFMNQRW,94.29%,95.76%,93.49%,21,7,1,MTA,Q
129,EL213,3,34 St-Herald Sq,BDFMNQRW,94.29%,95.76%,93.49%,21,7,1,MTA,R
130,EL213,3,34 St-Herald Sq,BDFMNQRW,94.29%,95.76%,93.49%,21,7,1,MTA,W
131,EL333,14,West 4 St,ABCDEFM,94.57%,97.38%,92.75%,16,14,5,MTA,A
132,EL333,14,West 4 St,ABCDEFM,94.57%,97.38%,92.75%,16,14,5,MTA,B
133,EL333,14,West 4 St,ABCDEFM,94.57%,97.38%,92.75%,16,14,5,MTA,C
134,EL333,14,West 4 St,ABCDEFM,94.57%,97.38%,92.75%,16,14,5,MTA,D
135,EL333,14,West 4 St,ABCDEFM,94.57%,97.38%,92.75%,16,14,5,MTA,E
136,EL333,14,West 4 St,ABCDEFM,94.57%,97.38%,92.75%,16,14,5,MTA,F
137,EL333,14,West 4 St,ABCDEFM,94.57%,97.38%,92.75%,16,14,5,MTA,M
138,EL225,16,34 St-Penn Station,CE,94.59%,96.29%,94.72%,10,4,2,MTA,C
139,EL225,16,34 St-Penn Station,CE,94.59%,96.29%,94.72%,10,4,2,MTA,E
140,EL218,18,14 St-Union Sq,L,94.61%,95.56%,95.59%,2,4,0,MTA,L
141,EL720,4,Fulton St,ACJZ2345,94.65%,96.48%,95.20%,23,12,2,MTA,2
142,EL720,4,Fulton St,ACJZ2345,94.65%,96.48%,95.20%,23,12,2,MTA,3
143,EL720,4,Fulton St,ACJZ2345,94.65%,96.48%,95.20%,23,12,2,MTA,4
144,EL720,4,Fulton St,ACJZ2345,94.65%,96.48%,95.20%,23,12,2,MTA,5
145,EL720,4,Fulton St,ACJZ2345,94.65%,96.48%,95.20%,23,12,2,MTA,A
146,EL720,4,Fulton St,ACJZ2345,94.65%,96.48%,95.20%,23,12,2,MTA,C
147,EL720,4,Fulton St,ACJZ2345,94.65%,96.48%,95.20%,23,12,2,MTA,J
148,EL720,4,Fulton St,ACJZ2345,94.65%,96.48%,95.20%,23,12,2,MTA,Z
149,EL116,14,190 St,A,94.66%,97.78%,94.69%,19,7,5,MTA,A
150,EL125,2,125 St,456,94.85%,93.52%,96.59%,22,13,2,MTA,4
151,EL125,2,125 St,456,94.85%,93.52%,96.59%,22,13,2,MTA,5
152,EL125,2,125 St,456,94.85%,93.52%,96.59%,22,13,2,MTA,6
153,EL441,2,Lexington Av-63 St,FQ,94.85%,95.78%,94.34%,19,12,2,MTA,F
154,EL441,2,Lexington Av-63 St,FQ,94.85%,95.78%,94.34%,19,12,2,MTA,Q
155,EL104,15,9 St,1,94.86%,95.38%,96.96%,10,11,1,MTA,1
156,EL204,28,Grand Central-42 St,4567S,94.98%,91.09%,99.24%,1,20,0,MTA,4
157,EL204,28,Grand Central-42 St,4567S,94.98%,91.09%,99.24%,1,20,0,MTA,5
158,EL204,28,Grand Central-42 St,4567S,94.98%,91.09%,99.24%,1,20,0,MTA,6
159,EL204,28,Grand Central-42 St,4567S,94.98%,91.09%,99.24%,1,20,0,MTA,7
160,EL204,28,Grand Central-42 St,4567S,94.98%,91.09%,99.24%,1,20,0,MTA,S
161,EL145,8,96 St,231,95.14%,97.17%,94.28%,28,10,0,MTA,1
162,EL145,8,96 St,231,95.14%,97.17%,94.28%,28,10,0,MTA,2
163,EL145,8,96 St,231,95.14%,97.17%,94.28%,28,10,0,MTA,3
164,EL325,17,Canal St,6,95.15%,93.71%,95.71%,5,13,0,MTA,6
165,EL123,29,175 St,A,95.20%,94.98%,96.23%,12,8,1,MTA,A
166,EL334,14,West 4 St,ABCDEFM,95.27%,96.67%,95.30%,14,5,0,MTA,A
167,EL334,14,West 4 St,ABCDEFM,95.27%,96.67%,95.30%,14,5,0,MTA,B
168,EL334,14,West 4 St,ABCDEFM,95.27%,96.67%,95.30%,14,5,0,MTA,C
169,EL334,14,West 4 St,ABCDEFM,95.27%,96.67%,95.30%,14,5,0,MTA,D
170,EL334,14,West 4 St,ABCDEFM,95.27%,96.67%,95.30%,14,5,0,MTA,E
171,EL334,14,West 4 St,ABCDEFM,95.27%,96.67%,95.30%,14,5,0,MTA,F
172,EL334,14,West 4 St,ABCDEFM,95.27%,96.67%,95.30%,14,5,0,MTA,M
173,EL232,12,Times Sq-42 St,1237,95.60%,98.38%,96.12%,8,4,2,MTA,1
174,EL232,12,Times Sq-42 St,1237,95.60%,98.38%,96.12%,8,4,2,MTA,2
175,EL232,12,Times Sq-42 St,1237,95.60%,98.38%,96.12%,8,4,2,MTA,3
176,EL232,12,Times Sq-42 St,1237,95.60%,98.38%,96.12%,8,4,2,MTA,7
177,EL233,12,Times Sq-42 St,123,95.62%,93.71%,97.69%,3,15,0,MTA,1
178,EL233,12,Times Sq-42 St,123,95.62%,93.71%,97.69%,3,15,0,MTA,2
179,EL233,12,Times Sq-42 St,123,95.62%,93.71%,97.69%,3,15,0,MTA,3
180,EL124,29,175 St,A,95.71%,95.36%,95.18%,13,6,2,MTA,A
181,EL217,18,14 St-Union Sq,LNQRW,95.83%,96.85%,95.41%,6,6,2,MTA,L
182,EL217,18,14 St-Union Sq,LNQRW,95.83%,96.85%,95.41%,6,6,2,MTA,N
183,EL217,18,14 St-Union Sq,LNQRW,95.83%,96.85%,95.41%,6,6,2,MTA,Q
184,EL217,18,14 St-Union Sq,LNQRW,95.83%,96.85%,95.41%,6,6,2,MTA,R
185,EL217,18,14 St-Union Sq,LNQRW,95.83%,96.85%,95.41%,6,6,2,MTA,W
186,EL710,11,Bowling Green,45,95.88%,96.25%,95.67%,30,5,0,MTA,4
187,EL710,11,Bowling Green,45,95.88%,96.25%,95.67%,30,5,0,MTA,5
188,EL264,2,72 St,Q,95.90%,96.16%,95.94%,10,12,3,MTA,Q
189,EL105,16,9 St,1,95.90%,97.44%,96.30%,5,6,2,MTA,1
190,EL402,29,Lexington Av-63 St,FQ,96.08%,96.06%,97.03%,10,9,0,MTA,F
191,EL402,29,Lexington Av-63 St,FQ,96.08%,96.06%,97.03%,10,9,0,MTA,Q
192,EL211,25,34 St-Herald Sq,NQRW,96.12%,96.33%,95.21%,6,6,1,MTA,N
193,EL211,25,34 St-Herald Sq,NQRW,96.12%,96.33%,95.21%,6,6,1,MTA,Q
194,EL211,25,34 St-Herald Sq,NQRW,96.12%,96.33%,95.21%,6,6,1,MTA,R
195,EL211,25,34 St-Herald Sq,NQRW,96.12%,96.33%,95.21%,6,6,1,MTA,W
196,EL331,6,Bleecker St,DFBM6,96.14%,95.94%,98.03%,14,15,2,MTA,6
197,EL331,6,Bleecker St,DFBM6,96.14%,95.94%,98.03%,14,15,2,MTA,B
198,EL331,6,Bleecker St,DFBM6,96.14%,95.94%,98.03%,14,15,2,MTA,D
199,EL331,6,Bleecker St,DFBM6,96.14%,95.94%,98.03%,14,15,2,MTA,F
200,EL331,6,Bleecker St,DFBM6,96.14%,95.94%,98.03%,14,15,2,MTA,M
201,EL109,19,8 St,1,96.33%,97.34%,96.59%,17,5,1,MTA,1
202,EL223,16,14 St,ACE,96.42%,96.58%,97.15%,11,8,0,MTA,A
203,EL223,16,14 St,ACE,96.42%,96.58%,97.15%,11,8,0,MTA,C
204,EL223,16,14 St,ACE,96.42%,96.58%,97.15%,11,8,0,MTA,E
205,EL315,1,Brooklyn Bridge,456,96.48%,99.23%,95.47%,9,4,2,MTA,4
206,EL315,1,Brooklyn Bridge,456,96.48%,99.23%,95.47%,9,4,2,MTA,5
207,EL315,1,Brooklyn Bridge,456,96.48%,99.23%,95.47%,9,4,2,MTA,6
208,EL238,19,66 St-Lincoln Center,1,96.66%,96.40%,98.29%,3,10,0,MTA,1
209,EL219,18,14 St-Union Sq,NQRW,96.68%,96.01%,99.17%,5,10,0,MTA,N
210,EL219,18,14 St-Union Sq,NQRW,96.68%,96.01%,99.17%,5,10,0,MTA,Q
211,EL219,18,14 St-Union Sq,NQRW,96.68%,96.01%,99.17%,5,10,0,MTA,R
212,EL219,18,14 St-Union Sq,NQRW,96.68%,96.01%,99.17%,5,10,0,MTA,W
213,EL278,9,59 St-Columbus Circle,ABCD1,96.71%,98.95%,96.93%,11,6,0,MTA,1
214,EL278,9,59 St-Columbus Circle,ABCD1,96.71%,98.95%,96.93%,11,6,0,MTA,A
215,EL278,9,59 St-Columbus Circle,ABCD1,96.71%,98.95%,96.93%,11,6,0,MTA,B
216,EL278,9,59 St-Columbus Circle,ABCD1,96.71%,98.95%,96.93%,11,6,0,MTA,C
217,EL278,9,59 St-Columbus Circle,ABCD1,96.71%,98.95%,96.93%,11,6,0,MTA,D
218,EL444,2,Lexington Av-63 St,FQ,96.79%,98.39%,96.71%,9,9,0,MTA,F
219,EL444,2,Lexington Av-63 St,FQ,96.79%,98.39%,96.71%,9,9,0,MTA,Q
220,EL202,1,51 St,6,97.07%,98.89%,97.13%,6,5,1,MTA,6
221,EL250,2,86 St,Q,97.09%,96.61%,98.45%,14,6,2,MTA,Q
222,EL721,5,Fulton St,ACJZ2345,97.14%,96.41%,98.06%,12,9,0,MTA,2
223,EL721,5,Fulton St,ACJZ2345,97.14%,96.41%,98.06%,12,9,0,MTA,3
224,EL721,5,Fulton St,ACJZ2345,97.14%,96.41%,98.06%,12,9,0,MTA,4
225,EL721,5,Fulton St,ACJZ2345,97.14%,96.41%,98.06%,12,9,0,MTA,5
226,EL721,5,Fulton St,ACJZ2345,97.14%,96.41%,98.06%,12,9,0,MTA,A
227,EL721,5,Fulton St,ACJZ2345,97.14%,96.41%,98.06%,12,9,0,MTA,C
228,EL721,5,Fulton St,ACJZ2345,97.14%,96.41%,98.06%,12,9,0,MTA,J
229,EL721,5,Fulton St,ACJZ2345,97.14%,96.41%,98.06%,12,9,0,MTA,Z
230,EL316,1,Brooklyn Bridge,456,97.14%,97.08%,97.34%,9,3,0,MTA,4
231,EL316,1,Brooklyn Bridge,456,97.14%,97.08%,97.34%,9,3,0,MTA,5
232,EL316,1,Brooklyn Bridge,456,97.14%,97.08%,97.34%,9,3,0,MTA,6
233,EL111**,21,68 St,1,97.16%,100.00%,95.00%,3,1,0,MTA,1
234,EL107,19,8 St,1,97.18%,96.42%,98.59%,13,6,0,MTA,1
235,EL279,9,59 St-Columbus Circle,ABCD1,97.19%,97.25%,98.42%,4,2,1,MTA,1
236,EL279,9,59 St-Columbus Circle,ABCD1,97.19%,97.25%,98.42%,4,2,1,MTA,A
237,EL279,9,59 St-Columbus Circle,ABCD1,97.19%,97.25%,98.42%,4,2,1,MTA,B
238,EL279,9,59 St-Columbus Circle,ABCD1,97.19%,97.25%,98.42%,4,2,1,MTA,C
239,EL279,9,59 St-Columbus Circle,ABCD1,97.19%,97.25%,98.42%,4,2,1,MTA,D
240,EL205,28,Grand Central-42 St,456,97.19%,97.32%,98.54%,7,5,0,MTA,4
241,EL205,28,Grand Central-42 St,456,97.19%,97.32%,98.54%,7,5,0,MTA,5
242,EL205,28,Grand Central-42 St,456,97.19%,97.32%,98.54%,7,5,0,MTA,6
243,EL262,2,72 St,Q,97.22%,98.14%,98.12%,19,13,0,MTA,Q
244,EL280,9,59 St-Columbus Circle,ABCD1,97.30%,97.64%,95.91%,27,4,0,MTA,1
245,EL280,9,59 St-Columbus Circle,ABCD1,97.30%,97.64%,95.91%,27,4,0,MTA,A
246,EL280,9,59 St-Columbus Circle,ABCD1,97.30%,97.64%,95.91%,27,4,0,MTA,B
247,EL280,9,59 St-Columbus Circle,ABCD1,97.30%,97.64%,95.91%,27,4,0,MTA,C
248,EL280,9,59 St-Columbus Circle,ABCD1,97.30%,97.64%,95.91%,27,4,0,MTA,D
249,EL108,19,8 St,1,97.40%,94.59%,98.74%,27,1,0,MTA,1
250,EL221,16,14 St/8 Av,ACEL,97.42%,98.03%,98.24%,11,6,1,MTA,A
251,EL221,16,14 St/8 Av,ACEL,97.42%,98.03%,98.24%,11,6,1,MTA,C
252,EL221,16,14 St/8 Av,ACEL,97.42%,98.03%,98.24%,11,6,1,MTA,E
253,EL221,16,14 St/8 Av,ACEL,97.42%,98.03%,98.24%,11,6,1,MTA,L
254,EL330,6,Bleecker St,DFBM6,97.42%,98.50%,96.77%,9,6,1,MTA,6
255,EL330,6,Bleecker St,DFBM6,97.42%,98.50%,96.77%,9,6,1,MTA,B
256,EL330,6,Bleecker St,DFBM6,97.42%,98.50%,96.77%,9,6,1,MTA,D
257,EL330,6,Bleecker St,DFBM6,97.42%,98.50%,96.77%,9,6,1,MTA,F
258,EL330,6,Bleecker St,DFBM6,97.42%,98.50%,96.77%,9,6,1,MTA,M
259,EL401,3,Lexington Av-63 St,FQ,97.44%,98.82%,96.04%,6,4,1,MTA,F
260,EL401,3,Lexington Av-63 St,FQ,97.44%,98.82%,96.04%,6,4,1,MTA,Q
261,EL332,6,Bleecker St,DFBM6,97.45%,99.26%,97.22%,11,6,0,MTA,6
262,EL332,6,Bleecker St,DFBM6,97.45%,99.26%,97.22%,11,6,0,MTA,B
263,EL332,6,Bleecker St,DFBM6,97.45%,99.26%,97.22%,11,6,0,MTA,D
264,EL332,6,Bleecker St,DFBM6,97.45%,99.26%,97.22%,11,6,0,MTA,F
265,EL332,6,Bleecker St,DFBM6,97.45%,99.26%,97.22%,11,6,0,MTA,M
266,EL103,15,9 St,1,97.48%,98.63%,96.43%,5,8,1,MTA,1
267,EL144,13,125 St,ABCD,97.55%,98.56%,98.86%,8,4,0,MTA,A
268,EL144,13,125 St,ABCD,97.55%,98.56%,98.86%,8,4,0,MTA,B
269,EL144,13,125 St,ABCD,97.55%,98.56%,98.86%,8,4,0,MTA,C
270,EL144,13,125 St,ABCD,97.55%,98.56%,98.86%,8,4,0,MTA,D
271,EL148,19,Inwood-207 St,A,97.62%,100.00%,96.83%,7,7,0,MTA,A
272,EL228,16,34 St-Penn Station,CE,97.69%,99.47%,97.86%,10,4,0,MTA,C
273,EL228,16,34 St-Penn Station,CE,97.69%,99.47%,97.86%,10,4,0,MTA,E
274,EL265,2,72 St,Q,97.71%,99.41%,97.02%,17,10,0,MTA,Q
275,EL209,25,34 St-Herald Sq,BDFM,97.73%,98.89%,98.89%,3,4,1,MTA,B
276,EL209,25,34 St-Herald Sq,BDFM,97.73%,98.89%,98.89%,3,4,1,MTA,D
277,EL209,25,34 St-Herald Sq,BDFM,97.73%,98.89%,98.89%,3,4,1,MTA,F
278,EL209,25,34 St-Herald Sq,BDFM,97.73%,98.89%,98.89%,3,4,1,MTA,M
279,EL336,9,Chambers St,123,97.78%,98.51%,99.18%,5,6,0,MTA,1
280,EL336,9,Chambers St,123,97.78%,98.51%,99.18%,5,6,0,MTA,2
281,EL336,9,Chambers St,123,97.78%,98.51%,99.18%,5,6,0,MTA,3
282,EL329,6,Bleecker St,DFBM6,97.81%,98.70%,97.68%,8,7,2,MTA,6
283,EL329,6,Bleecker St,DFBM6,97.81%,98.70%,97.68%,8,7,2,MTA,B
284,EL329,6,Bleecker St,DFBM6,97.81%,98.70%,97.68%,8,7,2,MTA,D
285,EL329,6,Bleecker St,DFBM6,97.81%,98.70%,97.68%,8,7,2,MTA,F
286,EL329,6,Bleecker St,DFBM6,97.81%,98.70%,97.68%,8,7,2,MTA,M
287,EL149,19,Inwood-207 St,A,97.81%,99.04%,96.85%,5,7,1,MTA,A
288,EL723,5,Fulton St,23,97.91%,98.58%,98.11%,12,3,1,MTA,2
289,EL723,5,Fulton St,23,97.91%,98.58%,98.11%,12,3,1,MTA,3
290,EL214,15,34 St-Penn Station,1,97.91%,98.66%,99.13%,5,7,1,MTA,1
